42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,10,100,10,10,100,10,10,10,180,10,10,10,10,10,10,10,180,10,100,10,10,10,10,100,10,180,180,180,180,180,10,150,20,150,20,20,150,20,20,20,150
100,10,100,10,10,100,10,10,10,180,10,10,100,10,100,10,10,10,10,10,10,10,10,10,10,10,180,10,10,10,10,10,150,20,150,150,150,150,150,150,150,150
100,10,100,10,10,100,10,10,10,180,10,10,10,10,10,10,10,180,10,10,10,10,10,10,10,10,180,10,10,10,150,10,150,20,20,20,20,20,20,20,20,150
100,10,100,10,10,100,10,10,10,180,10,100,100,100,100,10,10,180,10,100,10,10,10,10,100,10,10,10,10,10,150,10,150,20,150,150,150,150,20,150,150,150
100,10,10,10,10,10,10,10,10,180,10,10,10,10,10,10,10,180,10,10,10,10,10,10,10,10,180,10,150,10,150,10,150,20,20,20,20,20,20,20,20,150
100,10,10,10,10,10,10,10,10,10,10,100,100,100,100,10,10,180,180,180,180,10,10,180,180,180,180,10,150,10,150,10,150,150,150,20,20,150,150,150,150,150
100,100,100,100,100,100,100,10,10,100,100,100,100,100,100,100,100,100,10,10,10,10,10,10,10,10,180,10,150,10,150,10,10,10,10,10,10,10,10,10,10,150
100,100,100,100,100,100,10,10,100,100,100,100,100,10,100,100,100,100,10,100,100,100,10,10,10,10,180,10,150,10,10,10,10,10,10,10,10,10,10,10,10,150
100,10,100,10,100,10,10,10,100,100,100,100,10,10,10,100,100,100,10,100,100,100,10,10,10,10,180,10,150,10,10,10,150,150,150,150,150,150,150,150,150,150
150,10,10,10,100,10,10,10,100,100,100,10,10,10,10,10,100,100,10,10,10,10,10,1,10,10,180,10,10,10,10,10,10,10,10,150,10,10,10,10,10,150
150,10,10,10,100,10,10,10,100,100,100,100,10,10,10,100,100,100,10,100,10,10,10,10,10,10,180,10,10,10,10,10,10,10,10,150,10,10,10,10,10,150
150,10,10,10,10,10,10,10,10,100,100,100,100,10,100,100,100,10,10,100,10,10,10,10,10,10,180,180,180,10,180,180,180,180,10,150,10,150,150,150,150,150
150,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,180,10,10,10,10,10,10,10,150
150,150,150,150,150,150,150,150,150,10,10,10,10,150,150,150,150,150,150,150,10,10,150,150,150,150,10,10,10,10,10,10,10,180,150,150,150,150,150,150,10,150
150,20,20,20,20,0,20,20,150,10,10,10,10,150,10,10,10,10,10,10,10,10,10,10,10,150,10,10,10,10,10,10,10,180,150,150,150,150,150,150,150,150
150,20,150,150,20,20,20,20,150,10,10,10,10,150,10,10,10,10,10,10,10,10,100,10,10,150,10,10,180,180,180,180,180,180,180,180,150,150,180,180,180,150
150,20,150,150,20,20,20,20,150,10,10,10,10,150,10,100,10,10,180,180,10,10,100,10,10,150,10,10,180,180,150,180,180,180,180,180,150,150,180,180,180,150
150,20,20,20,20,20,20,20,150,10,10,150,10,150,10,10,10,10,180,180,10,10,100,10,10,150,10,10,180,180,180,180,150,150,180,180,150,150,180,180,180,150
150,20,20,20,20,20,20,20,150,10,10,150,10,10,10,10,10,10,10,10,10,10,10,10,10,150,10,10,180,180,180,180,150,150,180,180,150,150,180,180,180,150
150,20,20,20,20,20,20,150,150,150,150,150,10,10,100,10,10,10,10,10,100,100,100,10,10,150,10,10,180,180,180,180,180,180,180,180,150,150,180,180,180,150
150,20,20,20,20,20,20,20,20,150,150,150,10,10,100,10,180,180,180,10,10,100,10,10,10,150,10,10,180,180,180,180,180,180,180,180,150,150,180,180,180,150
150,20,20,20,20,20,20,20,20,150,150,150,10,10,100,10,10,10,10,10,10,100,10,10,10,150,10,10,180,180,180,180,180,180,180,180,180,180,180,180,180,150
150,20,20,20,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,150,150,150,180,180,180,180,180,180,180,180,180,180,180,180,180,150
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
